id,title,include_status,screening_rationale,decision,reason
P1014,"Explaining cognitive complaints in obstructive sleep apnea (OSA) with OSA severity, depression symptoms, and sleep architecture: a path model analysis",EXCLUDE,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone,Exclusion,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone
P1015,Association between obstructive sleep apnea (OSA) and the severity of COVID-19 disease,EXCLUDE,EC-CLINIC: Nghiên cứu bệnh lý nền kèm theo ngoài OSA (COVID-19),Exclusion,EC-CLINIC: Nghiên cứu bệnh lý nền kèm theo ngoài OSA (COVID-19)
P1017,Maxillofacial Surgery in OSA,EXCLUDE,EC-CLINIC: can thiệp phẫu thuật (MMA),Exclusion,EC-CLINIC: can thiệp phẫu thuật (MMA)
P1019,P19 Evaluation of sleep quality via actigraphy monitoring in paediatric patients attending for hospital sleep study compared to sleep at home,EXCLUDE,"EC-PED: Đối tượng nghiên cứu là trẻ em, trẻ sơ sinh hoặc thanh thiếu niên",Exclusion,"EC-PED: Đối tượng nghiên cứu là trẻ em, trẻ sơ sinh hoặc thanh thiếu niên"
P1024,Obstructive Sleep Apnea (OSA)-related Intermittent Hypoxia (IH) Induces Hepatic Senescence in a Mouse Model,EXCLUDE,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone,Exclusion,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone
P1032,Clinical Assessment of OSA Patients,EXCLUDE,"EC-REV: Bài báo dạng khảo sát tài liệu, tổng quan hệ thống, tổng quan phạm vi hoặc phân tích gộp thiếu các thực nghiệm phần mềm gốc",Exclusion,"EC-REV: Bài báo dạng khảo sát tài liệu, tổng quan hệ thống, tổng quan phạm vi hoặc phân tích gộp thiếu các thực nghiệm phần mềm gốc"
P1034,"Comparison of mobile video clips, questionnaire and polygraphy parameters for detection of pediatric obstructive sleep apnea",EXCLUDE,"EC-PED: Đối tượng nghiên cứu là trẻ em, trẻ sơ sinh hoặc thanh thiếu niên",Exclusion,"EC-PED: Đối tượng nghiên cứu là trẻ em, trẻ sơ sinh hoặc thanh thiếu niên"
P1044,The NH-OSA score in prediction of clinically significant obstructive sleep apnea among the Thai population: derivation and validation studies,EXCLUDE,"EC-SUR: Phương pháp sàng lọc chỉ dựa trên bảng câu hỏi tự báo cáo lâm sàng (ví dụ: STOP-Bang, Thang điểm buồn ngủ Epworth, Bảng câu hỏi Berlin)",Exclusion,"EC-SUR: Phương pháp sàng lọc chỉ dựa trên bảng câu hỏi tự báo cáo lâm sàng (ví dụ: STOP-Bang, Thang điểm buồn ngủ Epworth, Bảng câu hỏi Berlin)"
P105,The role of artificial intelligence technology in diagnosis and treatment of obstructive sleep apnea,EXCLUDE,"EC-REV: Bài báo dạng khảo sát tài liệu, tổng quan hệ thống, tổng quan phạm vi hoặc phân tích gộp thiếu các thực nghiệm phần mềm gốc",Exclusion,"EC-REV: Bài báo dạng khảo sát tài liệu, tổng quan hệ thống, tổng quan phạm vi hoặc phân tích gộp thiếu các thực nghiệm phần mềm gốc"
P1054,Diagnosis and Management of OSA Comorbid with Insomnia (COMISA),EXCLUDE,"EC-DIS: Mắc các rối loạn giấc ngủ nghiêm trọng khác (ví dụ: mất ngủ mãn tính, rối loạn do làm việc theo ca)",Exclusion,"EC-DIS: Mắc các rối loạn giấc ngủ nghiêm trọng khác (ví dụ: mất ngủ mãn tính, rối loạn do làm việc theo ca)"
P1062,Radiological Diagnosis in OSA,EXCLUDE,"EC-N: Không có thực nghiệm hoặc phi thực chứng (bài nêu định hướng, bài hướng dẫn)",Exclusion,"EC-N: Không có thực nghiệm hoặc phi thực chứng (bài nêu định hướng, bài hướng dẫn)"
P1064,Atomoxetine and spironolactone combine to reduce obstructive sleep apnea (OSA) severity and blood pressure (BP) in hypertensive patients.,EXCLUDE,"EC-CLINIC: Thử nghiệm lâm sàng về thuốc (ví dụ: Tirzepatide), can thiệp phẫu thuật (MMA, cấy ghép), khí cụ nha khoa (MAD), độ tuân thủ CPAP, hoặc nghiên cứu bệnh lý nền kèm theo ngoài OSA",Exclusion,"EC-CLINIC: Thử nghiệm lâm sàng về thuốc (ví dụ: Tirzepatide), can thiệp phẫu thuật (MMA, cấy ghép), khí cụ nha khoa (MAD), độ tuân thủ CPAP, hoặc nghiên cứu bệnh lý nền kèm theo ngoài OSA"
P1067,"The relationship between sleep quality, daytime sleepiness, and rapid eye movement obstructive sleep apnea (REM-OSA)",EXCLUDE,"EC-BENCH: Đánh giá hoàn toàn trên các cơ sở dữ liệu y tế chuẩn công cộng (ví dụ: PhysioNet, UCD Sleep Apnea Database, SHHS, MESA) mà không tự thu thập dữ liệu gốc từ smartphone",Exclusion,"EC-BENCH: Đánh giá hoàn toàn trên các cơ sở dữ liệu y tế chuẩn công cộng (ví dụ: PhysioNet, UCD Sleep Apnea Database, SHHS, MESA) mà không tự thu thập dữ liệu gốc từ smartphone"
P1071,OSA Epidemiology,EXCLUDE,"EC-REV: Bài báo dạng khảo sát tài liệu, tổng quan hệ thống, tổng quan phạm vi hoặc phân tích gộp thiếu các thực nghiệm phần mềm gốc",Exclusion,"EC-REV: Bài báo dạng khảo sát tài liệu, tổng quan hệ thống, tổng quan phạm vi hoặc phân tích gộp thiếu các thực nghiệm phần mềm gốc"
P1072,OSA Pathogenesis,EXCLUDE,EC-N: No experimental evaluation or smartphone-based OSA screening intervention.,Exclusion,EC-N: No experimental evaluation or smartphone-based OSA screening intervention.
P1075,OSA in Obstetrics and Gynecology,EXCLUDE,EC-N: Lacks any experimental setup or smartphone sensor validation for sleep apnea screening.,Exclusion,EC-N: Lacks any experimental setup or smartphone sensor validation for sleep apnea screening.
P1088,0511 An observational retrospective study of the efficacy of oral appliance therapy (OAT) in treating obstructive sleep apnea (OSA),EXCLUDE,EC-CLINIC: Focuses on clinical oral appliance therapy (OAT) evaluation rather than smartphone sensor screening.,Exclusion,EC-CLINIC: Focuses on clinical oral appliance therapy (OAT) evaluation rather than smartphone sensor screening.
P1091,Effect of Decision Boundary for Logistic Regression Classifiers on Sleep Apnea Screening Accuracy with Wearable SpO2 Data,EXCLUDE,EC-BENCH: Evaluates machine learning exclusively on a public dataset (SHHS database) rather than self-collected smartphone data.,Exclusion,EC-BENCH: Evaluates machine learning exclusively on a public dataset (SHHS database) rather than self-collected smartphone data.
P1101,Anesthesia Management in OSA Patient,EXCLUDE,EC-N: Medical review paper lacking any experimental screening methodology or mobile sensor algorithms.,Exclusion,EC-N: Medical review paper lacking any experimental screening methodology or mobile sensor algorithms.
P1104,Effect of Lemborexant Treatment on Polysomnographic Sleep Measures in Adults With Mild to Severe Obstructive Sleep Apnea,EXCLUDE,EC-NO-ABS: Missing abstract and title does not indicate smartphone-based apnea sensing.,Exclusion,EC-NO-ABS: Missing abstract and title does not indicate smartphone-based apnea sensing.
P1108,Circulating Plasma Exosomal Cargo in Long Term Adherence of Obstructive Sleep Apnea (OSA): Multi-omics,EXCLUDE,EC-NO-ABS: Missing abstract and title does not mention smartphone-based sensing.,Exclusion,EC-NO-ABS: Missing abstract and title does not mention smartphone-based sensing.
P1110,Satisfaction With Facial Aesthetic Appearance Following Maxillomandibular Advancement (MMA) for Obstructive Sleep Apnea (OSA): A Meta-Analysis,EXCLUDE,EC-CLINIC: Focuses on surgical intervention (maxillomandibular advancement) rather than smartphone sensor screening.,Exclusion,EC-CLINIC: Focuses on surgical intervention (maxillomandibular advancement) rather than smartphone sensor screening.
P1111,Factors influencing the CPAP therapeutic adherence in women with obstructive sleep apnea (OSA),EXCLUDE,EC-CLINIC: Focuses on CPAP therapeutic adherence and clinical factors rather than smartphone-based OSA screening algorithms.,Exclusion,EC-CLINIC: Focuses on CPAP therapeutic adherence and clinical factors rather than smartphone-based OSA screening algorithms.
P1112,OSA and Cardio vascular Disease,EXCLUDE,EC-REV: Book chapter/review discussing OSA and cardiovascular disease without primary smartphone sensor implementation.,Exclusion,EC-REV: Book chapter/review discussing OSA and cardiovascular disease without primary smartphone sensor implementation.
P1113,Mitigation of biases and DOISNORE50 attributes as a sleep apnea questionnaire predictive of OSA and medical emergency team activation,EXCLUDE,EC-NO-ABS: Missing abstract text and fails to describe smartphone sensor methodology.,Exclusion,EC-NO-ABS: Missing abstract text and fails to describe smartphone sensor methodology.
P1114,Retracted: The Relationship between Mobile Phone Anxiety and Sleep Quality Occupational Therapy in Adolescents and Its Internal Mechanism,EXCLUDE,EC-PED: Focuses specifically on adolescents rather than the adult population (18–70 years).,Exclusion,EC-PED: Focuses specifically on adolescents rather than the adult population (18–70 years).
P1121,A Review Study of Mobile Phone Addiction and Sleep Quality and Anxiety in College Students,EXCLUDE,"EC-REV: Review study focusing on mobile phone addiction, sleep quality, and anxiety.",Exclusion,"EC-REV: Review study focusing on mobile phone addiction, sleep quality, and anxiety."
P1122,Obstructive Sleep Apnea. An algorithmic Approach,EXCLUDE,EC-N: Video format or non-empirical instructional overview of OSA algorithmic approach.,Exclusion,EC-N: Video format or non-empirical instructional overview of OSA algorithmic approach.
P1133,Late Breaking Abstract - In-Home Smartphone-Based Prediction of Obstructive Sleep Apnea: A Validation Study with Level 2 Polysomnography,INCLUDE,Satisfies Title and Abstract inclusion criteria (IC1-IC4),Exclusion,EC-A: Toàn văn tài liệu không có sẵn trong thư mục tài liệu thực tế của Notebook để thực hiện đánh giá chi tiết (Full-text is unavailable in the actual Notebook sources folder for full-text review).
P1139,Case Report: Positional Sleep Apnea,EXCLUDE,EC-REV: Clinical case report discussing positional sleep apnea without smartphone sensor technology.,Exclusion,EC-REV: Clinical case report discussing positional sleep apnea without smartphone sensor technology.
P1140,PSG differences in sleepy versus non-sleepy obstructive sleep apnea (OSA) patients,EXCLUDE,EC-BENCH: Relies on clinical polysomnography (PSG) data rather than self-collected smartphone sensor recordings.,Exclusion,EC-BENCH: Relies on clinical polysomnography (PSG) data rather than self-collected smartphone sensor recordings.
P1143,Feasibility and preliminary efficacy of app-based audio tools to improve sleep health in working adults experiencing poor sleep: a multi-arm randomized pilot trial,EXCLUDE,EC-SUR: Focuses on app-based audio tools (music and narrated stories) for general poor sleep without evaluating sleep apnea diagnosis or AHI estimation.,Exclusion,EC-SUR: Focuses on app-based audio tools (music and narrated stories) for general poor sleep without evaluating sleep apnea diagnosis or AHI estimation.
P1146,"PEDIATRIC OBSTRUCTIVE SLEEP APNEA DETECTION WITH MOBILE VIDEO CLIPS, POLYGRAPHY, AND QUESTIONNAIRE",EXCLUDE,EC-PED: Explicitly targets a pediatric population.,Exclusion,EC-PED: Explicitly targets a pediatric population.
P1150,Effects of Expiratory Muscle Strength Training on Oropharyngeal Swallow Physiology in Persons With Obstructive Sleep Apnea (OSA): A Pilot Study,EXCLUDE,EC-CLINIC: Investigates a therapeutic intervention (Expiratory Muscle Strength Training) for OSA.,Exclusion,EC-CLINIC: Investigates a therapeutic intervention (Expiratory Muscle Strength Training) for OSA.
P1151,Monitoring Food Insecurity and Employment in Yemen: Results from the Yemen Mobile Phone Survey Monitoring - Round I,EXCLUDE,"EC-SUR: Focuses entirely on food insecurity, employment, and livelihoods in Yemen via phone surveys.",Exclusion,"EC-SUR: Focuses entirely on food insecurity, employment, and livelihoods in Yemen via phone surveys."
P1152,Monitoring Food Insecurity and Vulnerability in Yemen: Results from the Yemen Mobile Phone Monitoring Survey - Round II,EXCLUDE,EC-SUR: Focuses on monitoring food insecurity and vulnerability via phone surveys.,Exclusion,EC-SUR: Focuses on monitoring food insecurity and vulnerability via phone surveys.
P1156,Smartphone-compatible NIRS for sleep apnea monitoring,EXCLUDE,EC-EXT: Relies on specialized external peripheral sensors (NIRS device) rather than built-in smartphone microphone or accelerometer sensors.,Exclusion,EC-EXT: Relies on specialized external peripheral sensors (NIRS device) rather than built-in smartphone microphone or accelerometer sensors.
P1159,Epidemiology of Childhood Sleep Apnea,EXCLUDE,EC-PED: Focuses exclusively on the epidemiology and clinical manifestations of childhood sleep apnea.,Exclusion,EC-PED: Focuses exclusively on the epidemiology and clinical manifestations of childhood sleep apnea.
